id,type,prompt,tokens,answers,is_hard,comment
1139,accents,{task_text} (о книге),"[{""text"": ""о"", ""isBlank"": true}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}]","[{""id"": 3417, ""text"": ""о"", ""isCorrect"": true, ""index"": 1, ""task_id"": 1139}, {""id"": 3418, ""text"": ""т"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1139}, {""id"": 3419, ""text"": ""з"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1139}, {""id"": 3420, ""text"": ""ы"", ""isCorrect"": false, ""index"": 4, ""task_id"": 1139}, {""id"": 3421, ""text"": ""в"", ""isCorrect"": false, ""index"": 5, ""task_id"": 1139}]",False,"«отклик, мнение, рецензия», запомнить
"
1140,accents,{task_text} (посла из страны),"[{""text"": ""о"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": true}, {""text"": ""в"", ""isBlank"": false}]","[{""id"": 3422, ""text"": ""о"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1140}, {""id"": 3423, ""text"": ""т"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1140}, {""id"": 3424, ""text"": ""з"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1140}, {""id"": 3425, ""text"": ""ы"", ""isCorrect"": true, ""index"": 4, ""task_id"": 1140}, {""id"": 3426, ""text"": ""в"", ""isCorrect"": false, ""index"": 5, ""task_id"": 1140}]",False,"действие по глаг. отозвАть – «потребовать возвращения назад», запомнить
"
1141,accents,,"[{""text"": ""а"", ""isBlank"": false}, {""text"": ""э"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}]","[{""id"": 3427, ""text"": ""а"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1141}, {""id"": 3428, ""text"": ""э"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1141}, {""id"": 3429, ""text"": ""р"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1141}, {""id"": 3430, ""text"": ""о"", ""isCorrect"": false, ""index"": 4, ""task_id"": 1141}, {""id"": 3431, ""text"": ""п"", ""isCorrect"": false, ""index"": 5, ""task_id"": 1141}, {""id"": 3432, ""text"": ""о"", ""isCorrect"": true, ""index"": 6, ""task_id"": 1141}, {""id"": 3433, ""text"": ""р"", ""isCorrect"": false, ""index"": 7, ""task_id"": 1141}, {""id"": 3434, ""text"": ""т"", ""isCorrect"": false, ""index"": 8, ""task_id"": 1141}, {""id"": 3435, ""text"": ""ы"", ""isCorrect"": false, ""index"": 9, ""task_id"": 1141}]",False,
1142,accents,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""ы"", ""isBlank"": false}]","[{""id"": 3436, ""text"": ""б"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1142}, {""id"": 3437, ""text"": ""а"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1142}, {""id"": 3438, ""text"": ""н"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1142}, {""id"": 3439, ""text"": ""т"", ""isCorrect"": false, ""index"": 4, ""task_id"": 1142}, {""id"": 3440, ""text"": ""ы"", ""isCorrect"": false, ""index"": 5, ""task_id"": 1142}]",False,
1143,accents,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}]","[{""id"": 3441, ""text"": ""б"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1143}, {""id"": 3442, ""text"": ""о"", ""isCorrect"": true, ""index"": 2, ""task_id"": 1143}, {""id"": 3443, ""text"": ""р"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1143}, {""id"": 3444, ""text"": ""о"", ""isCorrect"": false, ""index"": 4, ""task_id"": 1143}, {""id"": 3445, ""text"": ""д"", ""isCorrect"": false, ""index"": 5, ""task_id"": 1143}, {""id"": 3446, ""text"": ""у"", ""isCorrect"": false, ""index"": 6, ""task_id"": 1143}]",False,
1144,accents,,"[{""text"": ""б"", ""isBlank"": false}, {""text"": ""у"", ""isBlank"": false}, {""text"": ""х"", ""isBlank"": false}, {""text"": ""г"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""л"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}]","[{""id"": 3447, ""text"": ""б"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1144}, {""id"": 3448, ""text"": ""у"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1144}, {""id"": 3449, ""text"": ""х"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1144}, {""id"": 3450, ""text"": ""г"", ""isCorrect"": false, ""index"": 4, ""task_id"": 1144}, {""id"": 3451, ""text"": ""а"", ""isCorrect"": true, ""index"": 5, ""task_id"": 1144}, {""id"": 3452, ""text"": ""л"", ""isCorrect"": false, ""index"": 6, ""task_id"": 1144}, {""id"": 3453, ""text"": ""т"", ""isCorrect"": false, ""index"": 7, ""task_id"": 1144}, {""id"": 3454, ""text"": ""е"", ""isCorrect"": false, ""index"": 8, ""task_id"": 1144}, {""id"": 3455, ""text"": ""р"", ""isCorrect"": false, ""index"": 9, ""task_id"": 1144}, {""id"": 3456, ""text"": ""о"", ""isCorrect"": false, ""index"": 10, ""task_id"": 1144}, {""id"": 3457, ""text"": ""в"", ""isCorrect"": false, ""index"": 11, ""task_id"": 1144}]",False,
1145,accents,,"[{""text"": ""в"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": true}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""и"", ""isBlank"": false}, {""text"": ""е"", ""isBlank"": false}]","[{""id"": 3458, ""text"": ""в"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1145}, {""id"": 3459, ""text"": ""е"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1145}, {""id"": 3460, ""text"": ""р"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1145}, {""id"": 3461, ""text"": ""о"", ""isCorrect"": false, ""index"": 4, ""task_id"": 1145}, {""id"": 3462, ""text"": ""и"", ""isCorrect"": false, ""index"": 5, ""task_id"": 1145}, {""id"": 3463, ""text"": ""с"", ""isCorrect"": false, ""index"": 6, ""task_id"": 1145}, {""id"": 3464, ""text"": ""п"", ""isCorrect"": false, ""index"": 7, ""task_id"": 1145}, {""id"": 3465, ""text"": ""о"", ""isCorrect"": false, ""index"": 8, ""task_id"": 1145}, {""id"": 3466, ""text"": ""в"", ""isCorrect"": false, ""index"": 9, ""task_id"": 1145}, {""id"": 3467, ""text"": ""е"", ""isCorrect"": true, ""index"": 10, ""task_id"": 1145}, {""id"": 3468, ""text"": ""д"", ""isCorrect"": false, ""index"": 11, ""task_id"": 1145}, {""id"": 3469, ""text"": ""а"", ""isCorrect"": false, ""index"": 12, ""task_id"": 1145}, {""id"": 3470, ""text"": ""н"", ""isCorrect"": false, ""index"": 13, ""task_id"": 1145}, {""id"": 3471, ""text"": ""и"", ""isCorrect"": false, ""index"": 14, ""task_id"": 1145}, {""id"": 3472, ""text"": ""е"", ""isCorrect"": false, ""index"": 15, ""task_id"": 1145}]",False,
1146,accents,,"[{""text"": ""в"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""д"", ""isBlank"": false}]","[{""id"": 3473, ""text"": ""в"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1146}, {""id"": 3474, ""text"": ""о"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1146}, {""id"": 3475, ""text"": ""д"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1146}, {""id"": 3476, ""text"": ""о"", ""isCorrect"": false, ""index"": 4, ""task_id"": 1146}, {""id"": 3477, ""text"": ""п"", ""isCorrect"": false, ""index"": 5, ""task_id"": 1146}, {""id"": 3478, ""text"": ""р"", ""isCorrect"": false, ""index"": 6, ""task_id"": 1146}, {""id"": 3479, ""text"": ""о"", ""isCorrect"": false, ""index"": 7, ""task_id"": 1146}, {""id"": 3480, ""text"": ""в"", ""isCorrect"": false, ""index"": 8, ""task_id"": 1146}, {""id"": 3481, ""text"": ""о"", ""isCorrect"": true, ""index"": 9, ""task_id"": 1146}, {""id"": 3482, ""text"": ""д"", ""isCorrect"": false, ""index"": 10, ""task_id"": 1146}]",False,
1147,accents,,"[{""text"": ""г"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""з"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""п"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": true}, {""text"": ""д"", ""isBlank"": false}]","[{""id"": 3483, ""text"": ""г"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1147}, {""id"": 3484, ""text"": ""а"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1147}, {""id"": 3485, ""text"": ""з"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1147}, {""id"": 3486, ""text"": ""о"", ""isCorrect"": false, ""index"": 4, ""task_id"": 1147}, {""id"": 3487, ""text"": ""п"", ""isCorrect"": false, ""index"": 5, ""task_id"": 1147}, {""id"": 3488, ""text"": ""р"", ""isCorrect"": false, ""index"": 6, ""task_id"": 1147}, {""id"": 3489, ""text"": ""о"", ""isCorrect"": false, ""index"": 7, ""task_id"": 1147}, {""id"": 3490, ""text"": ""в"", ""isCorrect"": false, ""index"": 8, ""task_id"": 1147}, {""id"": 3491, ""text"": ""о"", ""isCorrect"": true, ""index"": 9, ""task_id"": 1147}, {""id"": 3492, ""text"": ""д"", ""isCorrect"": false, ""index"": 10, ""task_id"": 1147}]",False,
1148,accents,,"[{""text"": ""г"", ""isBlank"": false}, {""text"": ""р"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": false}, {""text"": ""ж"", ""isBlank"": false}, {""text"": ""д"", ""isBlank"": false}, {""text"": ""а"", ""isBlank"": true}, {""text"": ""н"", ""isBlank"": false}, {""text"": ""с"", ""isBlank"": false}, {""text"": ""т"", ""isBlank"": false}, {""text"": ""в"", ""isBlank"": false}, {""text"": ""о"", ""isBlank"": false}]","[{""id"": 3493, ""text"": ""г"", ""isCorrect"": false, ""index"": 1, ""task_id"": 1148}, {""id"": 3494, ""text"": ""р"", ""isCorrect"": false, ""index"": 2, ""task_id"": 1148}, {""id"": 3495, ""text"": ""а"", ""isCorrect"": false, ""index"": 3, ""task_id"": 1148}, {""id"": 3496, ""text"": ""ж"", ""isCorrect"": false, ""index"": 4, ""task_id"": 1148}, {""id"": 3497, ""text"": ""д"", ""isCorrect"": false, ""index"": 5, ""task_id"": 1148}, {""id"": 3498, ""text"": ""а"", ""isCorrect"": true, ""index"": 6, ""task_id"": 1148}, {""id"": 3499, ""text"": ""н"", ""isCorrect"": false, ""index"": 7, ""task_id"": 1148}, {""id"": 3500, ""text"": ""с"", ""isCorrect"": false, ""index"": 8, ""task_id"": 1148}, {""id"": 3501, ""text"": ""т"", ""isCorrect"": false, ""index"": 9, ""task_id"": 1148}, {""id"": 3502, ""text"": ""в"", ""isCorrect"": false, ""index"": 10, ""task_id"": 1148}, {""id"": 3503, ""text"": ""о"", ""isCorrect"": false, ""index"": 11, ""task_id"": 1148}]",False,
